,University ID,Degree in Engineering,Degree in Math,Degree in Computer Science,Degree in Science and Tech,Region,Share of Female,Enrollment of UnderGrad,Mean Earning After 6 yrs of Grad (0-30k),Mean Earning After 6 yrs of Grad(30-75k),Mean Earning After 6 yrs of Grad(75k +),Mean Earning After 10 yrs of Grad (0-30k),Mean Earning After 10 yrs of Grad(30-75k),Mean Earning After 10 yrs of Grad(75k +)
2927,210331,0.0,Degree in Math,0.0,0.0,8,0.624535316,963.0,32900,34000,32200,35900,38400,43800
2930,210401,0.0,Degree in Math,Degree in Computer Science,0.0,8,0.569678407,1772.0,37300,33700,37900,56000,56200,59200
2931,210429,0.0,Degree in Math,Degree in Computer Science,0.0,8,0.629762438,4747.0,32700,33100,33900,39400,42900,46900
2936,210571,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.625887924,1999.0,36700,39500,41700,41600,52700,53900
2938,210605,0.0,0.0,0.0,0.0,2,0.591620188,14804.0,26100,31800,34500,31500,39300,40800
2939,210669,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.529048208,1764.0,35400,35900,39200,54900,51700,59800
2941,210739,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.657142857,2291.0,36300,42200,45300,49800,54800,56200
2943,210775,0.0,Degree in Math,0.0,0.0,2,0.71123872,2231.0,32600,38500,41800,40800,47100,51500
2947,210942,0.0,0.0,Degree in Computer Science,0.0,2,0.565597668,842.0,23400,27000,29900,28700,36800,40900
2949,210960,0.0,0.0,Degree in Computer Science,0.0,2,0.658306133,431.0,23800,33600,37800,31500,40500,43400
2950,211006,0.0,0.0,0.0,0.0,2,0.052486188,304.0,29000,32700,33600,39200,43700,49100
2951,211024,0.0,0.0,0.0,0.0,2,0.47318612,498.0,27800,26500,25800,34800,33000,38300
2952,211079,0.0,0.0,0.0,0.0,2,0.562403698,1769.0,30800,34500,39100,38300,44700,59000
2953,211088,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.6840417,2233.0,35400,36100,36800,44100,45400,50900
2956,211158,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.571530929,8276.0,32800,36500,41300,43300,46300,51300
2957,211200,0.0,0.0,0.0,0.0,2,0.701176471,352.0,22500,24400,29400,25900,30200,32200
2959,211291,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.518301611,3588.0,46800,61800,65400,78800,77100,84400
2960,211307,0.0,0.0,0.0,0.0,2,0.593852909,7010.0,31000,33500,34400,39700,43000,45100
2963,211343,0.0,0.0,0.0,0.0,2,0.615295481,2803.0,26200,30000,30800,29800,39000,38100
2964,211352,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.627828054,1536.0,33500,34500,38300,44200,49700,50800
2965,211361,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.566749844,5435.0,31600,34800,37400,40600,43700,48200
2966,211431,0.0,Degree in Math,0.0,0.0,2,0.84673913,1339.0,33500,40600,47600,38600,45100,49500
2967,211440,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.472536349,6434.0,76200,84900,85900,112300,103900,99300
2968,211468,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.955026455,1413.0,38100,40700,43400,46500,49100,50000
2969,211477,0.0,0.0,Degree in Computer Science,0.0,2,0.634259259,1188.0,29300,34000,40600,34300,35800,42300
2971,211583,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.671111111,1317.0,29500,36100,35900,35900,50900,50000
2972,211608,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.456989247,722.0,22200,24500,26800,30200,31500,37600
2973,211617,0.0,0.0,0.0,0.0,2,0.73015873,586.0,19200,30600,34200,30300,41800,39300
2975,211644,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.649489116,4214.0,29500,33700,35200,35500,39800,44900
2980,211927,0.0,0.0,0.0,0.0,2,0.610093391,11030.0,29600,34600,35100,37900,44700,46100
2981,211981,0.0,0.0,Degree in Computer Science,0.0,2,0.535553555,1908.0,34800,36200,36500,42700,45400,45000
2984,212045,0.0,0.0,0.0,0.0,2,0.769491525,229.0,19700,24200,21500,24800,28200,27700
2985,212054,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.568042814,15335.0,55300,54400,54000,94200,72800,72700
2986,212106,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.642581144,5930.0,50000,51700,56700,67800,64900,69900
2987,212115,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.571840739,5972.0,33000,34500,36400,45900,45900,48300
2988,212133,0.0,Degree in Math,0.0,0.0,2,0.706827309,1837.0,30100,38100,40500,40200,48500,50600
2989,212160,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.571969697,4229.0,26800,28900,31000,34800,37400,41600
2990,212197,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.635714286,1647.0,41300,43400,46200,51500,55400,55400
2991,212230,0.0,0.0,0.0,0.0,2,0.940244455,41.0,15400,18800,19400,17600,21200,22300
2992,212267,0.0,0.0,0.0,0.0,2,0.94779478,84.0,16700,22800,17600,21300,23600,28100
2998,212355,0.0,0.0,0.0,0.0,2,0.94779478,141.0,16700,22800,17600,21300,23600,28100
3000,212382,0.0,0.0,0.0,0.0,2,0.940244455,123.0,15400,18800,19400,17600,21200,22300
3001,212391,0.0,0.0,0.0,0.0,2,0.94779478,119.0,16700,22800,17600,21300,23600,28100
3007,212601,Degree in Engineering,Degree in Math,Degree in Computer Science,Degree in Science and Tech,2,0.62369338,2616.0,35100,41000,49100,46700,51200,62300
3008,212656,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.523160763,1330.0,30000,34200,40000,34800,42600,48000
3013,212832,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.776432607,1987.0,36800,47200,52100,49600,55500,58900
3014,212869,0.0,0.0,0.0,0.0,2,0.794829024,1436.0,29900,41800,42800,41300,47000,54800
3015,212878,0.0,0.0,0.0,0.0,2,0.627398878,15968.0,26700,33400,35000,33100,40300,41300
3018,212984,0.0,Degree in Math,0.0,0.0,2,0.758715596,1904.0,37600,45500,45300,51000,55500,55500
3021,213011,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.751803752,1383.0,37400,50700,55700,42100,58800,58100
3022,213020,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.580919274,9965.0,30500,32000,36100,41000,42100,47300
3024,213181,0.0,0.0,0.0,0.0,2,0.911275416,396.0,17800,24100,23800,23400,26900,29300
3026,213233,0.0,0.0,0.0,0.0,2,0.246284501,446.0,37800,36800,37200,38400,37300,48100
3028,213303,0.0,0.0,Degree in Computer Science,0.0,2,0.594771242,1274.0,27300,29400,30100,35800,35900,38700
3029,213321,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.502884615,2065.0,40400,43800,46300,52700,54500,60700
3031,213349,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.540731707,7443.0,31300,33100,35700,40200,42200,46200
3032,213358,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.633888048,1312.0,33500,32700,39900,36500,43600,45900
3033,213367,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.636515913,3708.0,39000,46700,47600,52300,60700,64600
3034,213376,0.0,0.0,0.0,0.0,2,0.403398364,1506.0,24400,31500,32800,34100,37200,39200
3039,213473,0.0,0.0,0.0,0.0,2,0.78440367,163.0,21600,34800,33100,28000,34000,37700
3041,213507,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.543712575,1658.0,35900,40300,43800,42400,45600,51200
3042,213525,0.0,0.0,0.0,0.0,2,0.618477331,5588.0,26600,31100,31900,32500,38400,40200
3043,213534,0.0,0.0,0.0,0.0,2,0.74955036,724.0,24100,29300,32700,27400,34100,35200
3044,213543,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.447535771,5057.0,69600,58700,69900,94900,87800,96100
3046,213570,0.0,0.0,0.0,0.0,2,0.42693044,444.0,25900,33600,38100,32100,40100,44600
3047,213589,0.0,0.0,0.0,0.0,2,0.42693044,246.0,26500,36500,38800,36200,46800,47600
3048,213598,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.614722005,1994.0,25100,26600,30700,33300,37600,39000
3049,213613,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.57703631,3425.0,30900,33700,35900,40800,41400,46500
3052,213659,0.0,0.0,0.0,0.0,2,0.615285806,4758.0,26900,30000,33000,32600,36000,39100
3053,213668,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.481308411,1192.0,29200,32200,39800,44200,47100,52200
3054,213774,0.0,0.0,0.0,0.0,2,0.710865562,602.0,31600,34700,36400,38700,40200,45000
3055,213783,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.593085106,1770.0,31600,34000,34100,37500,41200,44400
3056,213826,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.726244344,1835.0,31700,34400,39800,43200,41900,44200
3058,213914,0.0,0.0,0.0,0.0,2,0.940397351,343.0,22400,25400,25700,23500,26700,33600
3060,213987,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.567702553,2448.0,30200,35600,36200,38000,43700,47700
3061,213996,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.633608815,2670.0,36400,35500,39700,51500,44800,53000
3063,214041,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.568294823,6613.0,32700,33900,37500,42500,45100,47800
3064,214069,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.651248844,2100.0,40400,44700,47600,46900,56700,56100
3065,214111,0.0,0.0,0.0,0.0,2,0.585391377,8948.0,28900,34800,34500,38600,43500,41900
3067,214157,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.593632959,2007.0,43900,36300,44500,54100,53700,55800
3068,214166,0.0,0.0,Degree in Computer Science,0.0,2,0.748743719,1185.0,29400,34400,38100,38200,46400,45700
3070,214254,0.0,0.0,0.0,0.0,2,0.738788356,421.0,18200,25600,25900,22800,29700,35700
3071,214272,0.0,0.0,Degree in Computer Science,0.0,2,0.663348416,1997.0,32600,39200,41100,40700,48100,49300
3073,214379,0.0,0.0,0.0,0.0,2,0.596150321,9203.0,25800,29600,33000,33000,36000,42700
3078,214591,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.501226005,4283.0,36600,41000,47800,50800,53000,62300
3081,214625,Degree in Engineering,0.0,Degree in Computer Science,0.0,2,0.501226005,573.0,36600,41000,47800,50800,53000,62300
3082,214634,0.0,0.0,0.0,0.0,2,0.501226005,345.0,36600,41000,47800,50800,53000,62300
3083,214643,Degree in Engineering,0.0,Degree in Computer Science,0.0,2,0.501226005,404.0,36600,41000,47800,50800,53000,62300
3084,214652,0.0,0.0,Degree in Computer Science,0.0,2,0.501226005,1003.0,36600,41000,47800,50800,53000,62300
3085,214670,0.0,0.0,Degree in Computer Science,0.0,2,0.501226005,823.0,36600,41000,47800,50800,53000,62300
3086,214689,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.501226005,3451.0,36600,41000,47800,50800,53000,62300
3087,214698,0.0,0.0,Degree in Computer Science,0.0,2,0.501226005,598.0,36600,41000,47800,50800,53000,62300
3088,214704,Degree in Engineering,0.0,Degree in Computer Science,0.0,2,0.501226005,2635.0,36600,41000,47800,50800,53000,62300
3089,214713,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.501226005,4223.0,36600,41000,47800,50800,53000,62300
3090,214731,Degree in Engineering,0.0,Degree in Computer Science,0.0,2,0.501226005,1366.0,36600,41000,47800,50800,53000,62300
3091,214740,Degree in Engineering,0.0,Degree in Computer Science,0.0,2,0.501226005,497.0,36600,41000,47800,50800,53000,62300
3092,214759,0.0,0.0,0.0,0.0,2,0.501226005,649.0,36600,41000,47800,50800,53000,62300
3093,214768,Degree in Engineering,0.0,Degree in Computer Science,0.0,2,0.501226005,699.0,36600,41000,47800,50800,53000,62300
3094,214777,Degree in Engineering,Degree in Math,Degree in Computer Science,Degree in Science and Tech,2,0.501226005,40553.0,36600,41000,47800,50800,53000,62300
3095,214786,0.0,0.0,Degree in Computer Science,0.0,2,0.501226005,488.0,36600,41000,47800,50800,53000,62300
3096,214795,0.0,0.0,Degree in Computer Science,0.0,2,0.501226005,759.0,36600,41000,47800,50800,53000,62300
3097,214801,Degree in Engineering,0.0,Degree in Computer Science,0.0,2,0.501226005,3674.0,36600,41000,47800,50800,53000,62300
3098,214810,0.0,0.0,Degree in Computer Science,0.0,2,0.501226005,695.0,36600,41000,47800,50800,53000,62300
3099,214829,Degree in Engineering,0.0,Degree in Computer Science,0.0,2,0.501226005,899.0,36600,41000,47800,50800,53000,62300
3100,214883,0.0,0.0,Degree in Computer Science,0.0,2,0.710854947,1381.0,28800,45900,58500,39600,52500,69500
3101,214892,0.0,0.0,0.0,0.0,2,0.5975,225.0,21800,28000,30600,24900,34600,37500
3102,214944,0.0,0.0,0.0,0.0,2,0.172043011,315.0,26000,33900,34800,34200,39400,47700
3107,215062,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.572133169,10660.0,77700,92100,99900,113100,119900,152000
3108,215099,Degree in Engineering,0.0,Degree in Computer Science,0.0,2,0.725244073,2669.0,40200,42200,44900,62200,51600,54400
3109,215105,0.0,0.0,0.0,0.0,2,0.63647343,1662.0,28600,23400,27400,47100,34600,38900
3110,215114,0.0,0.0,0.0,0.0,2,0.489795918,757.0,31000,29400,31600,33700,37000,42400
3112,215132,0.0,0.0,0.0,0.0,2,0.623529412,1268.0,68300,69800,78400,89700,89200,95000
3113,215239,0.0,0.0,0.0,0.0,2,0.607332369,16012.0,25900,32500,34800,32700,40300,44500
3114,215266,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.529968119,1296.0,39700,43000,46600,55300,57700,66100
3115,215275,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.529968119,1521.0,39700,43000,46600,55300,57700,66100
3116,215284,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.529968119,2776.0,39700,43000,46600,55300,57700,66100
3117,215293,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.529968119,19134.0,39700,43000,46600,55300,57700,66100
3118,215309,0.0,0.0,0.0,0.0,2,0.529968119,292.0,39700,43000,46600,55300,57700,66100
3120,215381,0.0,0.0,0.0,0.0,2,0.071258907,409.0,40400,49600,51000,51800,56000,67700
3122,215415,0.0,0.0,0.0,0.0,2,0.435203095,1828.0,25600,29800,34900,32600,38700,45000
3124,215442,Degree in Engineering,0.0,Degree in Computer Science,0.0,2,0.630620985,3230.0,28500,35100,35000,38400,47700,41200
3127,215585,0.0,0.0,0.0,0.0,2,0.599227257,3506.0,25200,31300,33300,30500,37900,41000
3131,215637,0.0,0.0,0.0,0.0,2,0.56980057,334.0,28500,28100,28700,36900,35300,43200
3132,215646,0.0,0.0,0.0,0.0,2,0.518072289,339.0,20200,26700,29200,24600,34900,40600
3133,215655,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.486778198,4213.0,36000,40300,42600,48400,52300,56700
3136,215743,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.644993498,1676.0,41600,45300,54300,54800,53700,61300
3137,215770,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.59298441,5040.0,39800,47700,51700,49500,64400,69500
3138,215798,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.448840382,1616.0,34100,38000,44200,51700,48700,54400
3141,215929,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.566112957,3695.0,39300,46800,49000,54600,55300,66400
3142,215947,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.657324841,1659.0,31800,33600,39500,38700,46900,46700
3146,216010,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.527179157,5464.0,33000,34500,37400,43400,47200,50200
3147,216038,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.569721116,7539.0,34900,35300,37600,41200,44900,46600
3150,216083,0.0,0.0,0.0,0.0,2,0.574514039,423.0,25200,29500,31900,27300,36400,41000
3153,216278,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.56372093,2283.0,36000,37400,42100,49200,57600,63900
3155,216296,0.0,0.0,0.0,0.0,2,0.067552602,1139.0,28700,37000,39900,39600,50400,48600
3157,216339,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.550251859,29037.0,43300,42600,41200,65100,55400,57400
3159,216357,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.360557769,736.0,30900,34500,37400,36000,40400,46800
3160,216366,0.0,0.0,0.0,0.0,2,0.774285714,731.0,68000,66200,68700,122100,85100,78200
3161,216418,0.0,0.0,0.0,0.0,2,0.747160286,391.0,20900,29600,27700,23500,35200,33300
3164,216445,0.0,0.0,0.0,0.0,2,0.045945946,121.0,32700,38200,43500,42100,48200,47000
3165,216454,0.0,0.0,0.0,0.0,2,0.073248408,143.0,30500,41000,43300,34900,44200,51400
3168,216542,0.0,0.0,0.0,0.0,2,0.554054054,669.0,26300,30100,29000,32300,32400,37700
3171,216597,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.579468473,6886.0,61700,59300,66700,77400,86200,89900
3174,216667,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.510791367,1378.0,43800,40100,48300,63100,59900,59700
3175,216694,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.569190601,1371.0,37100,44200,46600,42600,51600,54800
3177,216764,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.607887143,14223.0,38200,38800,40100,48700,48200,53500
3179,216782,0.0,0.0,0.0,0.0,2,0.917933131,197.0,19600,25700,27100,22800,32800,32500
3180,216807,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.492561984,1174.0,31500,35200,37800,39500,44800,51000
3182,216825,0.0,0.0,0.0,0.0,2,0.626102293,4047.0,25900,31800,33000,31200,37500,41700
3183,216852,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.60591716,3224.0,45400,44900,49900,63000,52100,61100
3184,216931,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.535221496,2379.0,38100,46900,51100,48500,55800,64800
3185,217013,0.0,Degree in Math,0.0,0.0,2,0.791183295,697.0,32300,27400,28800,29700,34800,37300
3187,217059,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.552296624,4079.0,36200,39000,41400,48800,51900,53100
3188,217077,0.0,0.0,0.0,0.0,2,0.612475116,1165.0,25500,31700,34200,32100,39900,40900
3189,217156,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.540378007,6670.0,62000,56600,69300,96800,75200,91700
3190,217165,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.397794741,3449.0,56600,57700,59500,65500,74100,80700
3191,217235,Degree in Engineering,0.0,Degree in Computer Science,0.0,1,0.635339712,7500.0,30300,33100,35600,37200,41900,46100
3192,217305,0.0,0.0,Degree in Computer Science,0.0,1,0.365698369,2658.0,31400,39000,37800,37900,48300,50400
3194,217402,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.577102804,4011.0,43300,50000,53600,71200,67400,75100
3195,217420,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.685519692,6900.0,35200,35800,36800,41900,43100,46400
3196,217475,0.0,0.0,0.0,0.0,1,0.58821993,14013.0,25700,31200,35800,31900,36500,43300
3197,217484,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.594716719,14008.0,36100,41400,45100,47600,56400,63300
3198,217493,0.0,0.0,0.0,0.0,1,0.661214953,1976.0,44500,45000,39900,60100,54200,55300
3199,217518,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.586839267,4476.0,41600,42500,45000,51500,52000,57900
3200,217536,0.0,Degree in Math,0.0,0.0,1,0.714140387,2160.0,46300,45800,45900,55200,56300,58400
3206,217633,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.695588235,2776.0,29200,29600,33000,33500,38800,40600
3207,217688,0.0,Degree in Math,Degree in Computer Science,Degree in Science and Tech,5,0.628877609,3034.0,30700,33200,33300,37100,40700,44000
3209,217721,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.45556872,2090.0,20400,22100,23400,25800,29100,30400
3211,217776,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.631367292,1286.0,28700,38300,47100,36300,44600,58200
3213,217819,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.657823498,9599.0,33400,35200,38300,47900,46100,50700
3216,217864,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.11843362,2814.0,46300,46200,43700,54500,62000,60000
3217,217873,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.670068027,1990.0,24400,29900,29100,28100,32200,36400
3218,217882,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.50370934,19172.0,45800,50400,47700,54700,58200,60600
3220,217907,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.56846473,1012.0,23900,33200,32900,30500,37900,46800
3221,217925,0.0,0.0,0.0,0.0,5,0.552845529,491.0,28400,28700,26300,28500,30700,34800
3222,217934,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.725317693,1378.0,25000,31100,29200,33000,36900,39500
3226,218025,0.0,0.0,0.0,0.0,5,0.632318501,4560.0,22300,28800,35800,27200,35500,37800
3228,218061,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.685633803,3079.0,27500,32400,38200,34800,36100,40400
3229,218070,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.585055644,2728.0,36000,41500,42700,64100,54600,60700
